label_bin,Feature,Value
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,3.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,3.0
0,flow_total_SYN_flag,0.0
1,flow_total_SYN_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,1.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,1.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,1.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,1.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,1.0
1,flow_total_RST_flag,1.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,1.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,1.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,1.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,1.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
0,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
1,flow_total_RST_flag,0.0
