total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_FIN_flag,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label,label_bin
11,6,5,0.014271,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
49,24,25,107.348588,1.0416666666666667,0,0,25,49,0,0,0,0,2.328861558942909e-07,1.1178535482925961e-07,1.2110080106503126e-07,3.81001751043e-05,4.7881393651e-06,3.33120357391e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
11,6,5,0.013231,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
162,82,80,119.922709,0.975609756097561,0,0,83,162,0,0,0,0,6.921124505284483e-07,3.41886873152607e-07,3.502255773758413e-07,8.70977656116e-05,7.41560966572e-05,1.29416689544e-05,5,4,0,74,0,6,4,7,0,0.0,0,0,0.0,0,0,11,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
16,9,7,60.325436,0.7777777777777778,0,0,10,16,0,0,0,0,8.288377725110846e-08,3.3153510900443394e-08,4.97302663506651e-08,3.646886199048773e-07,1.989210654026604e-07,1.6576755450221698e-07,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,normal,0
77,38,39,110.033691,1.0263157894736843,0,0,39,77,0,0,0,0,3.5443689696822045e-07,1.7267438570246636e-07,1.8176251126575408e-07,5.22203694866e-05,4.35684739504e-05,8.6518955362e-06,4,4,0,31,0,0,3,0,0,0.0,0,0,0.0,0,0,13,1.5,2,0,normal,0
11,6,5,0.014136,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
120,61,59,101.882315,0.9672131147540984,0,0,63,120,0,0,0,0,6.183605074148542e-07,3.04272630632706e-07,3.140878767821481e-07,6.46628416325e-05,5.44353551448e-05,1.02274864877e-05,5,4,0,54,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
45,22,23,114.213232,1.0454545454545454,0,0,23,45,0,0,0,0,2.0137771777616802e-07,9.631108241468905e-08,1.0506663536147897e-07,3.01366132428e-05,3.8699544024e-06,2.62666588403e-05,5,4,0,14,2,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
49,24,25,106.933815,1.0416666666666667,0,0,25,49,0,0,0,0,2.3378947061787706e-07,1.12218945896581e-07,1.2157052472129606e-07,3.8247957393e-05,4.8067115159e-06,3.34412458771e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
49,24,25,106.543107,1.0416666666666667,0,0,25,49,0,0,0,0,2.3464680826325066e-07,1.1263046796636033e-07,1.2201634029689038e-07,3.83506743425e-05,4.8055666332e-06,3.35451077093e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
1737,957,780,119.790645,0.8150470219435737,0,0,958,1737,0,0,0,0,7.9972855977e-06,3.9902949015e-06,4.0069906961e-06,0.0006111161685455,0.000263359463504,0.0003477567050415,1,0,0,957,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
45,22,23,102.022209,1.0454545454545454,0,0,23,45,0,0,0,0,2.254411095921281e-07,1.078196611092787e-07,1.1762144848284945e-07,3.93443745175e-05,2.93661549712e-05,9.9782195462e-06,4,4,0,15,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
3,2,1,9.102445,0.5,0,0,3,3,0,0,0,0,3.295817772038172e-07,2.197211848025448e-07,1.098605924012724e-07,0.0001891799401149,0.0001261199600766,6.30599800383e-05,0,0,0,3,0,0,0,0,3,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
1648,955,693,119.566734,0.7256544502617801,0,0,956,1648,0,0,0,0,7.9955349453e-06,3.9894039424e-06,4.0061310029e-06,0.0006116584233203,0.0002633006601986,0.0003483577631216,0,0,0,956,478,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
16,8,8,60.130736,1.0,0,0,9,16,0,0,0,0,8.315215034121653e-08,3.3260860136486605e-08,4.989129020472992e-08,3.658694615013529e-07,1.995651608189196e-07,1.663043006824331e-07,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,normal,0
11,6,5,0.010099,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
110,50,60,115.901868,1.2,0,0,60,110,0,0,0,0,5.176793181624993e-07,2.50211670445208e-07,2.674676477172913e-07,5.18369557253e-05,4.26826597824e-05,9.1542959428e-06,5,4,0,51,0,3,4,3,0,0.0,0,0,0.0,0,0,7,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
1677,949,728,119.871385,0.7671232876712328,0,0,962,1677,0,0,0,0,8.0252680821e-06,3.9876072175e-06,4.0376608646e-06,0.0006142833838117,0.0002631820763562,0.0003511013074554,0,0,0,962,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
48,24,24,114.243816,1.0,0,0,25,48,0,0,0,0,2.1883022534891522e-07,1.0503850816747929e-07,1.1379171718143588e-07,3.5765612031e-05,4.4816430151e-06,3.12839690158e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
11,6,5,0.005409,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
84,47,37,117.025949,0.7872340425531915,0,0,48,84,0,0,0,0,4.1016544117065867e-07,1.965376072276073e-07,2.1362783394305137e-07,4.11874463842e-05,6.9129967063e-06,3.42744496778e-05,5,5,0,38,0,3,4,3,0,0.0,0,0,0.0,0,0,5,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
1748,900,848,119.960406,0.9422222222222222,0,0,965,1748,0,0,0,0,8.0443208903e-06,3.9929841517e-06,4.0513367385e-06,0.0006158281925121,0.0002635369540179,0.0003522912384941,0,0,0,965,480,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
121,58,63,105.552653,1.0862068965517242,0,0,65,121,0,0,0,0,6.158064070639703e-07,3.031662311699546e-07,3.126401758940157e-07,6.51428439226e-05,1.08760885432e-05,5.42667553794e-05,4,4,0,57,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
45,22,23,116.074774,1.0454545454545454,0,0,23,45,0,0,0,0,1.9814813509781205e-07,9.476649939460577e-08,1.033816357032063e-07,2.96532991742e-05,3.8078902484e-06,2.58454089258e-05,5,4,0,14,2,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
48,24,24,112.252465,1.0,0,0,25,48,0,0,0,0,2.227122584791345e-07,1.0690188406998456e-07,1.1581037440914994e-07,3.64357254871e-05,4.5789640343e-06,3.18567614528e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
48,23,25,114.335977,1.0869565217391304,0,0,25,48,0,0,0,0,2.186538363161055e-07,1.0495384143173062e-07,1.136999948843749e-07,3.57717676213e-05,4.4955228746e-06,3.12762447466e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
3,2,1,13.324771,0.5,0,0,3,3,0,0,0,0,2.251445822220885e-07,1.50096388148059e-07,7.50481940740295e-08,0.0001292329901954,8.61553267969e-05,4.30776633984e-05,0,0,0,3,0,0,0,0,3,36.66666666666666,90,10,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
11,6,5,0.011735,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
125,62,63,104.555378,1.0161290322580645,0,0,65,125,0,0,0,0,6.216801205577393e-07,3.060579055053486e-07,3.156222150523908e-07,6.47503756334e-05,5.37131624161e-05,1.10372132172e-05,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
175,88,87,110.686051,0.9886363636363636,3,0,86,173,0,1,0,0,7.589032153654122e-07,3.794516076827061e-07,3.794516076827061e-07,8.7481664695e-05,7.51856256937e-05,1.22960390013e-05,3,3,0,78,0,4,4,4,0,0.0,0,0,0.0,0,0,8,1.1428571428571428,6,0,cyberattack_ocpp16_doc_idtag,1
48,24,24,109.894633,1.0,0,0,25,48,0,0,0,0,2.274906364171579e-07,1.0919550548023578e-07,1.1829513093692209e-07,4.23860553772e-05,3.24856628803e-05,9.9003924968e-06,4,4,0,17,2,0,0,0,7,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
33,17,16,30.825655,0.9411764705882352,0,0,16,33,2,0,0,0,5.190481759430578e-07,2.595240879715289e-07,2.595240879715289e-07,8.00631811392e-05,3.99018285256e-05,4.01613526135e-05,1,1,2,12,0,0,0,0,3,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
48,24,24,103.182086,1.0,0,0,25,48,0,0,0,0,2.422901200117237e-07,1.1629925760562741e-07,1.259908624060964e-07,4.51434951605e-05,3.45990291376e-05,1.05444660229e-05,4,4,0,17,2,0,0,0,7,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
41,20,21,106.113667,1.05,0,0,21,41,0,0,0,0,1.979009923387155e-07,9.423856778034069e-08,1.0366242455837477e-07,2.6405646692e-05,3.5245224349e-06,2.2881124257e-05,5,4,0,12,2,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
1716,765,951,119.902147,1.2431372549019608,0,0,959,1716,0,0,0,0,7.998188723e-06,4.0032644286e-06,3.9949242943e-06,0.0006121241515383,0.0003482840052897,0.0002638401462485,0,0,0,959,478,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
11,6,5,0.004509,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
123,63,60,108.641917,0.9523809523809524,0,0,65,123,0,0,0,0,5.982957756535169e-07,2.945456126294237e-07,3.037501630240933e-07,6.23148061719e-05,5.16927550164e-05,1.06220511554e-05,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
14,8,6,60.189747,0.75,0,0,9,14,0,0,0,0,8.307062663014682e-08,3.3228250652058726e-08,4.9842375978088096e-08,3.655107571726461e-07,1.993695039123524e-07,1.6614125326029364e-07,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,normal,0
49,24,25,109.250295,1.0416666666666667,0,0,25,49,0,0,0,0,2.288323340454138e-07,1.0983952034179861e-07,1.1899281370361516e-07,3.74369698498e-05,4.7047927879e-06,3.27321770618e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
49,24,25,109.463454,1.0416666666666667,0,0,25,49,0,0,0,0,2.2838672713543282e-07,1.0962562902500774e-07,1.1876109811042505e-07,3.7327526683e-05,4.6773601717e-06,3.26501665112e-05,5,4,0,16,2,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
11,6,5,0.00431,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
126,63,63,112.015252,1.0,0,0,65,126,0,0,0,0,5.802781214115379e-07,2.8567538284875706e-07,2.946027385627808e-07,6.00096851096e-05,4.99217731528e-05,1.00879119568e-05,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.019785,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
128,64,64,116.066464,1.0,0,0,65,128,0,0,0,0,5.600239531722101e-07,2.7570410002324185e-07,2.843198531489682e-07,5.92419184924e-05,9.8908845883e-06,4.93510339041e-05,4,4,0,57,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
111,52,59,113.437167,1.1346153846153846,0,0,59,111,0,0,0,0,5.201117196447616e-07,2.556481333847133e-07,2.644635862600483e-07,5.45412069396e-05,4.53643204964e-05,9.1768864432e-06,5,4,0,50,0,3,4,3,0,0.0,0,0,0.0,0,0,9,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
48,24,24,119.149644,1.0,0,0,25,48,0,0,0,0,2.098201820896754e-07,1.007136874030442e-07,1.0910649468663121e-07,3.42930105607e-05,4.2971173291e-06,2.99958932315e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
1720,948,772,119.816581,0.8143459915611815,0,0,958,1720,0,0,0,0,7.9955544717e-06,3.9894311455e-06,4.0061233261e-06,0.0006116599170861,0.0002633024556092,0.0003483574614768,0,0,0,958,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
21,9,12,103.978964,1.3333333333333333,6,0,10,16,0,1,0,0,7.693863924245292e-08,0.0,7.693863924245292e-08,4.41627789251e-05,0.0,4.41627789251e-05,0,0,0,8,0,0,0,0,8,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
103,51,52,114.148987,1.0196078431372548,0,0,55,103,0,0,0,0,4.818264396862322e-07,2.3653297948233213e-07,2.4529346020390005e-07,4.62991406134e-05,3.76525461412e-05,8.6465944721e-06,6,5,0,44,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.013335,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
107,48,59,118.78598,1.2291666666666667,0,0,59,107,0,0,0,0,4.966916129327721e-07,2.4413655550932865e-07,2.525550574234434e-07,5.05531039942e-05,4.15200514404e-05,9.0330525538e-06,5,4,0,50,0,4,4,4,0,0.0,0,0,0.0,0,0,7,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
53,26,27,116.006747,1.0384615384615383,0,0,27,53,0,0,0,0,2.3274508335278122e-07,1.1206244754022801e-07,1.2068263581255322e-07,3.5360012293e-05,3.08085528852e-05,4.5514594077e-06,6,5,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
107,51,56,119.216288,1.0980392156862746,0,0,56,107,0,0,0,0,4.697344711823271e-07,2.3486723559116363e-07,2.3486723559116363e-07,5.05467843454e-05,4.09088395706e-05,9.6379447747e-06,4,3,0,49,0,3,3,3,0,0.0,0,0,0.0,0,0,7,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
19,12,7,90.017322,0.5833333333333334,0,0,13,19,0,0,0,0,1.4441664905338998e-07,6.665383802464154e-08,7.776281102874845e-08,2.5106278989e-06,1.0442434623e-06,1.4663844365e-06,5,4,0,4,2,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,normal,0
11,6,5,0.003867,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
41,20,21,100.989222,1.05,0,0,21,41,0,0,0,0,2.079429822719102e-07,9.902046774852866e-08,1.0892251452338153e-07,2.7705926876e-05,3.6835614002e-06,2.40223654757e-05,5,4,0,12,2,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
11,6,5,0.007197,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
11,6,5,0.004095,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
49,24,25,114.626822,1.0416666666666667,0,0,25,49,0,0,0,0,2.1809904142679625e-07,1.046875398848622e-07,1.1341150154193405e-07,4.06362133986e-05,3.11445431157e-05,9.4916702828e-06,4,4,0,17,2,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
101,49,52,114.360584,1.0612244897959184,0,0,58,101,0,0,0,0,5.071677493357327e-07,2.273510600470526e-07,2.798166892886801e-07,4.92652258578e-05,3.74954363646e-05,1.17697894932e-05,5,4,0,49,0,3,4,8,0,0.0,0,0,0.0,0,0,6,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
125,62,63,114.684794,1.0161290322580645,0,0,65,125,0,0,0,0,5.667708658917764e-07,2.7902565705441297e-07,2.877452088373634e-07,5.90313655705e-05,4.8969002813e-05,1.00623627575e-05,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
11,6,5,0.014347,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
123,62,61,109.155647,0.9838709677419356,0,0,65,123,0,0,0,0,5.954799571661189e-07,2.931593635279355e-07,3.023205936381835e-07,6.20215278463e-05,5.14494682991e-05,1.05720595472e-05,5,4,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
44,22,22,109.244738,1.0,0,0,23,44,0,0,0,0,2.105364562273013e-07,1.0069134863044845e-07,1.0984510759685285e-07,3.15072383623e-05,4.0459614631e-06,2.74612768992e-05,5,4,0,14,2,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
11,6,5,0.005581,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
47,24,23,118.586386,0.9583333333333334,0,0,25,47,0,0,0,0,2.1081677959222065e-07,1.0119205420426593e-07,1.0962472538795473e-07,3.92793823736e-05,3.01046361257e-05,9.1747462478e-06,4,4,0,17,2,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
49,24,25,116.029133,1.0416666666666667,0,0,25,49,0,0,0,0,2.1546312855754945e-07,1.0342230170762373e-07,1.1204082684992569e-07,3.5249767832e-05,4.4299219231e-06,3.08198459088e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
41,20,21,108.096487,1.05,0,0,21,41,0,0,0,0,1.9427088319715698e-07,9.250994437959856e-08,1.0176093881755844e-07,2.58842824374e-05,3.4413699309e-06,2.24429125064e-05,5,4,0,12,2,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
7,3,4,2.306314,1.3333333333333333,0,0,3,7,0,0,0,0,1.3007769106e-06,8.671846071263497e-07,4.335923035631749e-07,0.00112560562005,0.0008767236378047,0.0002488819822452,0,0,0,3,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
61,25,36,102.661239,1.44,3,0,34,59,0,1,0,0,3.1170479054904065e-07,1.2663007116054777e-07,1.850747193884929e-07,7.7965160736e-05,9.497255337e-06,6.8467905399e-05,3,3,0,26,1,0,0,0,12,83.33333333333333,90,10,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
45,22,23,99.344819,1.0454545454545454,0,0,23,45,0,0,0,0,2.315168544421024e-07,1.1072545212448373e-07,1.207914023176186e-07,3.46872643655e-05,4.4692818857e-06,3.02179824797e-05,5,4,0,14,2,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
48,24,24,114.227701,1.0,0,0,25,48,0,0,0,0,2.1886109744955826e-07,1.0505332677578797e-07,1.1380777067377029e-07,3.57706577671e-05,4.4822752757e-06,3.12883824913e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
11,6,5,0.017714,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
1741,955,786,119.767829,0.8230366492146597,0,0,958,1741,0,0,0,0,7.9988090958e-06,3.9910550603e-06,4.0077540355e-06,0.0006119088958354,0.0002634096339844,0.000348499261851,0,0,0,958,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
97,47,50,105.7788,1.0638297872340423,3,0,48,95,0,1,0,0,4.348697470570664e-07,2.174348735285332e-07,2.174348735285332e-07,6.08439498273e-05,3.01100031386e-05,3.07339466887e-05,3,3,0,40,1,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
48,24,24,114.176075,1.0,0,0,25,48,0,0,0,0,2.1896005796310655e-07,1.0510082782229117e-07,1.138592301408154e-07,3.57868318734e-05,4.484301987e-06,3.13025298864e-05,5,4,0,16,2,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
11,6,5,0.01377,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
11,6,5,0.007743,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
11,6,5,0.004698,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
124,63,61,119.960729,0.9682539682539684,0,0,64,124,0,0,0,0,5.335079282487521e-07,2.667539641243761e-07,2.667539641243761e-07,5.49679887323e-05,4.62818127755e-05,8.6861759567e-06,5,5,0,54,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
1680,942,738,119.755154,0.7834394904458599,0,0,964,1680,0,0,0,0,8.0497579252e-06,3.9914774774e-06,4.0582804477e-06,0.0006163325546723,0.0002634375135119,0.0003528950411603,0,0,0,964,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
49,24,25,112.247137,1.0416666666666667,0,0,25,49,0,0,0,0,2.227228298927571e-07,1.069069583485234e-07,1.158158715442337e-07,3.64374549704e-05,4.5791813825e-06,3.18582735878e-05,5,4,0,16,2,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0,0,normal,0
1730,941,789,119.841524,0.8384697130712009,0,0,965,1730,0,0,0,0,8.0523008035e-06,3.9886008125e-06,4.0636999909e-06,0.0006166143214266,0.0002632476536263,0.0003533666678003,0,0,0,965,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
1747,949,798,119.780384,0.8408851422550052,0,0,967,1747,0,0,0,0,8.0731081977e-06,3.9906367306e-06,4.0824714671e-06,0.0006183817210003,0.0002633820242219,0.0003549996967783,0,0,0,967,479,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat,1
128,62,66,119.800581,1.064516129032258,0,0,67,128,0,0,0,0,5.592627301198147e-07,2.7545776259632664e-07,2.838049675234881e-07,5.66441326357e-05,9.6326744859e-06,4.70114581497e-05,6,5,0,56,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0,0,cyberattack_ocpp16_doc_idtag,1
31,10,21,77.585604,2.1,3,1,19,28,0,1,0,0,2.191128137637493e-07,5.15559561797057e-08,1.6755685758404357e-07,7.49365823072e-05,7.3725017336e-06,6.75640805735e-05,0,0,0,17,0,0,0,0,9,90.0,90,90,3.0,3,3,0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile,1
11,6,5,0.010377,0.8333333333333334,3,0,2,9,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,cyberattack_ocpp16_unauthorized_access,1
