index,flow_id,src_ip,dst_ip,src_port,dst_port,total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_start_timestamp,flow_end_timestamp,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
844,192.168.21.140-192.168.21.70-47214-80,192.168.21.140,192.168.21.70,47214,80,15,8,7,60102126.0,0.875,0,0,9,15,0,0,0,0,1719306586531799.0,1719306646633925.0,0,0,0,0,8.319173268512997e-08,3.3276693074051987e-08,4.9915039611077987e-08,3.6604362381457197e-07,1.9966015844431197e-07,1.6638346537025995e-07,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
845,192.168.21.225-192.168.21.70-41732-80,192.168.21.225,192.168.21.70,41732,80,1758,955,803,119790908.0,0.8408376963350785,0,0,959,1758,0,0,0,0,1719310203231821.0,1719310323022729.0,0,0,0,0,8.0056159186e-06,3.9902861409e-06,4.0153297777e-06,0.0006125172705093,0.0002633588853003,0.000349158385209,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
846,192.168.21.225-192.168.21.70-41344-80,192.168.21.225,192.168.21.70,41344,80,1737,956,781,119774291.0,0.8169456066945606,0,0,957,1737,0,0,0,0,1719314763061020.0,1719314882835311.0,0,0,0,0,7.9900285112e-06,3.990839737e-06,3.9991887741e-06,0.0006111495162179,0.0002633954226454,0.0003477540935725,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
847,192.168.21.225-192.168.21.70-41574-80,192.168.21.225,192.168.21.70,41574,80,1708,949,759,119802665.0,0.7997892518440464,0,0,959,1708,0,0,0,0,1719306723168825.0,1719306842971490.0,0,0,0,0,8.0048302765e-06,3.9898945486e-06,4.0149357278e-06,0.000612457160281,0.0002633330402124,0.0003491241200686,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
848,192.168.21.225-192.168.21.70-41322-80,192.168.21.225,192.168.21.70,41322,80,1737,956,781,119782564.0,0.8169456066945606,0,0,957,1737,0,0,0,0,1719310083005054.0,1719310202787618.0,0,0,0,0,7.9894766654e-06,3.9905641024e-06,3.9989125629e-06,0.0006111073060683,0.0002633772307629,0.0003477300753054,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
849,192.168.21.225-192.168.21.70-41540-80,192.168.21.225,192.168.21.70,41540,80,1730,956,774,119775852.0,0.8096234309623431,0,0,957,1730,0,0,0,0,1719308163071500.0,1719308282847352.0,0,0,0,0,7.9899243797e-06,3.9907877257e-06,3.999136654e-06,0.0006111415513036,0.0002633919898979,0.0003477495614057,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
850,192.168.21.225-192.168.21.70-41354-80,192.168.21.225,192.168.21.70,41354,80,1679,954,725,119606931.0,0.759958071278826,0,0,955,1679,0,0,0,0,1719307563184424.0,1719307682791355.0,0,0,0,0,7.9844871197e-06,3.9880632001e-06,3.9964239196e-06,0.0006107254771046,0.0002632121712077,0.0003475133058969,0,0,0,955,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
851,192.168.21.225-192.168.21.70-41236-80,192.168.21.225,192.168.21.70,41236,80,1730,951,779,119869027.0,0.8191377497371188,0,0,954,1730,0,0,0,0,1719306483028363.0,1719306602897390.0,0,0,0,0,7.9586864419e-06,3.9876856596e-06,3.9710007823e-06,0.0006084891303906,0.0002631872535346,0.0003453018768559,0,0,0,954,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
852,192.168.21.225-192.168.21.70-41638-80,192.168.21.225,192.168.21.70,41638,80,1730,957,773,119793295.0,0.8077324973876698,0,0,958,1730,0,0,0,0,1719308763153717.0,1719308882947012.0,0,0,0,0,7.9971086862e-06,3.9902066305e-06,4.0069020557e-06,0.0006111026497768,0.0002633536376138,0.0003477490121629,1,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
853,192.168.21.225-192.168.21.70-41014-80,192.168.21.225,192.168.21.70,41014,80,1729,956,773,119838699.0,0.8085774058577406,0,0,957,1729,0,0,0,0,1719309842912574.0,1719309962751273.0,0,0,0,0,7.9857342243e-06,3.9886948372e-06,3.997039387e-06,0.0006108210503854,0.0002632538592562,0.0003475671911291,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
854,192.168.21.225-192.168.21.70-41250-80,192.168.21.225,192.168.21.70,41250,80,1732,950,782,119670536.0,0.8231578947368421,0,0,959,1732,0,0,0,0,1719309003142507.0,1719309122813043.0,0,0,0,0,8.0136684605e-06,3.9942998166e-06,4.0193686439e-06,0.0006131333781274,0.0002636237878971,0.0003495095902302,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
855,192.168.21.225-192.168.21.70-41618-80,192.168.21.225,192.168.21.70,41618,80,1730,957,773,119819431.0,0.8077324973876698,0,0,959,1730,0,0,0,0,1719312243109029.0,1719312362928460.0,0,0,0,0,8.0037101828e-06,3.9893362538e-06,4.014373929e-06,0.0006123714608526,0.0002632961927519,0.0003490752681007,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
856,192.168.21.225-192.168.21.70-41284-80,192.168.21.225,192.168.21.70,41284,80,1736,955,781,119813604.0,0.8178010471204189,0,0,958,1736,0,0,0,0,1719309603025829.0,1719309722839433.0,0,0,0,0,7.9957531366e-06,3.9895302707e-06,4.0062228659e-06,0.000611675114956,0.0002633089978663,0.0003483661170896,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
857,192.168.21.225-192.168.21.70-41770-80,192.168.21.225,192.168.21.70,41770,80,1674,951,723,119737508.0,0.7602523659305994,0,0,957,1674,0,0,0,0,1719310803162878.0,1719310922900386.0,0,0,0,0,7.9924830237e-06,3.9920657109e-06,4.0004173128e-06,0.0006113372594993,0.0002634763369219,0.0003478609225774,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
858,192.168.21.225-192.168.21.70-41210-80,192.168.21.225,192.168.21.70,41210,80,1692,950,742,119802344.0,0.7810526315789473,0,0,959,1692,0,0,0,0,1719310803097071.0,1719310922899415.0,0,0,0,0,8.0048517247e-06,3.9899052392e-06,4.0149464855e-06,0.0006124588013069,0.0002633337457904,0.0003491250555164,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
859,192.168.21.225-192.168.21.70-41690-80,192.168.21.225,192.168.21.70,41690,80,1718,950,768,119803667.0,0.8084210526315789,0,0,958,1718,0,0,0,0,1719313683146530.0,1719313802950197.0,0,0,0,0,7.9964163367e-06,3.9898611784e-06,4.0065551582e-06,0.0006117258497605,0.0002633308377781,0.0003483950119823,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
860,192.168.21.225-192.168.21.70-41552-80,192.168.21.225,192.168.21.70,41552,80,1725,956,769,119789460.0,0.8043933054393305,0,0,957,1725,0,0,0,0,1719308163077563.0,1719308282867023.0,0,0,0,0,7.9890167298e-06,3.9903343749e-06,3.9986823548e-06,0.0006110721260451,0.0002633620687496,0.0003477100572955,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
861,192.168.21.70-192.168.21.225-80-41786,192.168.21.70,192.168.21.225,80,41786,1679,770,909,119977288.0,1.1805194805194803,0,0,964,1679,0,0,0,0,1719308523144081.0,1719308643121369.0,0,0,0,0,8.0348540633e-06,4.0507666751e-06,3.9840873882e-06,0.0006153664683602,0.0003524167007342,0.000262949767626,0,0,0,964,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
862,192.168.21.225-192.168.21.70-41138-80,192.168.21.225,192.168.21.70,41138,80,1735,958,777,119959479.0,0.8110647181628392,0,0,961,1735,0,0,0,0,1719308762917418.0,1719308882876897.0,0,0,0,0,8.0110384607e-06,3.993015008e-06,4.0180234527e-06,0.0006122567437959,0.0002635389905286,0.0003487177532673,1,0,0,960,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
863,192.168.21.225-192.168.21.70-41756-80,192.168.21.225,192.168.21.70,41756,80,1717,952,765,119843418.0,0.8035714285714286,0,0,960,1717,0,0,0,0,1719313083135679.0,1719313202979097.0,0,0,0,0,8.0104524388e-06,3.9885377768e-06,4.021914662e-06,0.0006129748402202,0.0002632434932721,0.000349731346948,0,0,0,960,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
864,192.168.21.225-192.168.21.70-41086-80,192.168.21.225,192.168.21.70,41086,80,1665,956,709,119826029.0,0.7416317991631799,0,0,957,1665,0,0,0,0,1719308162956965.0,1719308282782994.0,0,0,0,0,7.9865786088e-06,3.9891165883e-06,3.9974620205e-06,0.0006108856365422,0.000263281694831,0.0003476039417111,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
865,192.168.21.225-192.168.21.70-41464-80,192.168.21.225,192.168.21.70,41464,80,1671,951,720,119753975.0,0.7570977917981072,0,0,961,1671,0,0,0,0,1719310803132687.0,1719310922886662.0,0,0,0,0,8.024785816e-06,3.9915167742e-06,4.0332690418e-06,0.0006141591542159,0.0002634401071029,0.000350719047113,0,0,0,961,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
866,192.168.21.225-192.168.21.70-41552-80,192.168.21.225,192.168.21.70,41552,80,1748,955,793,119765683.0,0.8303664921465969,0,0,957,1748,0,0,0,0,1719309603118035.0,1719309722883718.0,0,0,0,0,7.9906027839e-06,3.9911265733e-06,3.9994762105e-06,0.0006111934417808,0.0002634143538429,0.0003477790879379,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
867,192.168.21.225-192.168.21.70-41284-80,192.168.21.225,192.168.21.70,41284,80,1734,954,780,119829813.0,0.8176100628930818,0,0,959,1734,0,0,0,0,1719312602986992.0,1719312722816805.0,0,0,0,0,8.003016745e-06,3.9889906195e-06,4.0140261255e-06,0.0006123184052703,0.0002632733808906,0.0003490450243797,0,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
868,192.168.21.225-192.168.21.70-41600-80,192.168.21.225,192.168.21.70,41600,80,1735,906,829,119798020.0,0.9150110375275938,0,0,962,1735,0,0,0,0,1719309243278617.0,1719309363076637.0,0,0,0,0,8.0301828026e-06,3.9900492512e-06,4.0401335514e-06,0.0006146595745071,0.0002633432505812,0.0003513163239258,0,0,0,962,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
869,192.168.21.225-192.168.21.70-41338-80,192.168.21.225,192.168.21.70,41338,80,1635,950,685,119775538.0,0.7210526315789474,0,0,960,1635,0,0,0,0,1719315963070319.0,1719316082845857.0,0,0,0,0,8.0149921764e-06,3.9907981878e-06,4.0241939885e-06,0.0006126459644873,0.0002633926803985,0.0003492532840887,1,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
870,192.168.21.225-192.168.21.70-41016-80,192.168.21.225,192.168.21.70,41016,80,1672,957,715,119818432.0,0.7471264367816092,0,0,958,1672,0,0,0,0,1719314163002119.0,1719314282820551.0,0,0,0,0,7.9954309533e-06,3.9893695153e-06,4.006061438e-06,0.000610974445067,0.0002632983880142,0.0003476760570527,1,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
871,192.168.21.225-192.168.21.70-41464-80,192.168.21.225,192.168.21.70,41464,80,727,397,330,49745156.0,0.8312342569269522,0,0,400,727,0,0,0,0,1719316443213587.0,1719316492958743.0,0,0,0,0,8.0409839301e-06,4.0003895052e-06,4.0405944249e-06,0.0006151352706583,0.0002640257073472,0.000351109563311,0,0,0,400,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
872,192.168.21.225-192.168.21.70-41468-80,192.168.21.225,192.168.21.70,41468,80,1675,956,719,119815761.0,0.752092050209205,0,0,957,1675,0,0,0,0,1719308043131275.0,1719308162947036.0,0,0,0,0,7.9872630446e-06,3.9894584486e-06,3.997804596e-06,0.0006109379883669,0.0002633042576093,0.0003476337307576,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
873,192.168.21.225-192.168.21.70-41374-80,192.168.21.225,192.168.21.70,41374,80,1734,935,799,119832063.0,0.8545454545454545,0,0,965,1734,0,0,0,0,1719312123112109.0,1719312242944172.0,0,0,0,0,8.05293655e-06,3.9889157211e-06,4.0640208288e-06,0.0006166630044581,0.0002632684375967,0.0003533945668614,0,0,0,965,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
874,192.168.21.225-192.168.21.70-41048-80,192.168.21.225,192.168.21.70,41048,80,1734,943,791,119793607.0,0.83881230116649,0,0,963,1734,0,0,0,0,1719316202907225.0,1719316322700832.0,0,0,0,0,8.0388263123e-06,3.9901962381e-06,4.0486300742e-06,0.0006154084666638,0.0002633529517146,0.0003520555149491,0,0,0,963,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
875,192.168.21.70-192.168.21.225-80-41180,192.168.21.70,192.168.21.225,80,41180,1674,717,957,119842192.0,1.334728033472803,0,0,957,1674,0,0,0,0,1719307922925588.0,1719308042767780.0,0,0,0,0,7.9855014667e-06,3.9969228867e-06,3.98857858e-06,0.0006104778190305,0.0003470564023061,0.0002634214167244,1,0,0,956,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
876,192.168.21.225-192.168.21.70-41690-80,192.168.21.225,192.168.21.70,41690,80,1725,954,771,119564563.0,0.8081761006289309,0,0,955,1725,0,0,0,0,1719313563328705.0,1719313682893268.0,0,0,0,0,7.9873164425e-06,3.9894763802e-06,3.9978400623e-06,0.000610941889195,0.0002633054410946,0.0003476364481004,0,0,0,955,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
877,192.168.21.225-192.168.21.70-41424-80,192.168.21.225,192.168.21.70,41424,80,1682,952,730,119804638.0,0.7668067226890757,0,0,960,1682,0,0,0,0,1719310803082238.0,1719310922886876.0,0,0,0,0,8.0130453714e-06,3.9898288411e-06,4.0232165302e-06,0.0006131732562807,0.0002633287035181,0.0003498445527626,0,0,0,960,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
878,192.168.21.225-192.168.21.70-41576-80,192.168.21.225,192.168.21.70,41576,80,1756,955,801,119799586.0,0.8387434554973822,0,0,958,1756,0,0,0,0,1719310563252440.0,1719310683052026.0,0,0,0,0,7.9966887364e-06,3.9899970939e-06,4.0066916424e-06,0.0006110705591253,0.0002633398082026,0.0003477307509226,1,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
879,192.168.21.225-192.168.21.70-41816-80,192.168.21.225,192.168.21.70,41816,80,1729,942,787,119800089.0,0.8354564755838642,0,0,962,1729,0,0,0,0,1719316203161671.0,1719316322961760.0,0,0,0,0,8.0300441179e-06,3.9899803413e-06,4.0400637765e-06,0.0006146489590671,0.000263338702528,0.0003513102565391,0,0,0,962,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
880,192.168.21.225-192.168.21.70-41478-80,192.168.21.225,192.168.21.70,41478,80,1689,951,738,119594818.0,0.7760252365930599,0,0,952,1689,0,0,0,0,1719306483252508.0,1719306602847326.0,0,0,0,0,7.9602111188e-06,3.9884671257e-06,3.9717439931e-06,0.000608604964807,0.0002632388302978,0.0003453661345092,0,0,0,952,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
881,192.168.21.225-192.168.21.70-41802-80,192.168.21.225,192.168.21.70,41802,80,1697,955,742,119780124.0,0.7769633507853403,0,0,957,1697,0,0,0,0,1719311883220341.0,1719312003000465.0,0,0,0,0,7.9896394163e-06,3.9906453928e-06,3.9989940234e-06,0.0006111197547265,0.0002633825959305,0.000347737158796,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
882,192.168.21.225-192.168.21.70-40982-80,192.168.21.225,192.168.21.70,40982,80,1730,956,774,119789447.0,0.8096234309623431,0,0,957,1730,0,0,0,0,1719306363005727.0,1719306482795174.0,0,0,0,0,7.9890175968e-06,3.990334808e-06,3.9986827888e-06,0.0006110721923609,0.0002633620973306,0.0003477100950303,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
883,192.168.21.225-192.168.21.70-41260-80,192.168.21.225,192.168.21.70,41260,80,1730,944,786,119812744.0,0.8326271186440678,0,0,964,1730,0,0,0,0,1719314283062929.0,1719314402875673.0,0,0,0,0,8.0458886744e-06,3.989558907e-06,4.0563297673e-06,0.000616036304118,0.0002633108878634,0.0003527254162545,0,0,0,964,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
884,192.168.21.225-192.168.21.70-41338-80,192.168.21.225,192.168.21.70,41338,80,1719,926,793,119734222.0,0.8563714902807775,0,0,964,1719,0,0,0,0,1719309363028630.0,1719309482762852.0,0,0,0,0,8.0511651881e-06,3.9838234385e-06,4.0673417496e-06,0.0006167910791619,0.0002629323469442,0.0003538587322177,0,0,0,964,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
885,192.168.21.225-192.168.21.70-41508-80,192.168.21.225,192.168.21.70,41508,80,1682,955,727,119777544.0,0.7612565445026178,0,0,956,1682,0,0,0,0,1719311163246642.0,1719311283024186.0,0,0,0,0,7.9814627022e-06,3.9907313511e-06,3.9907313511e-06,0.0006104065717026,0.0002633882691733,0.0003470183025292,0,0,0,956,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
886,192.168.21.225-192.168.21.70-41074-80,192.168.21.225,192.168.21.70,41074,80,1712,956,756,119855530.0,0.7907949790794979,0,0,957,1712,0,0,0,0,1719307562931108.0,1719307682786638.0,0,0,0,0,7.9846128084e-06,3.9881347151e-06,3.9964780932e-06,0.0006107352743757,0.0002632168912022,0.0003475183831734,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
887,192.168.21.225-192.168.21.70-41166-80,192.168.21.225,192.168.21.70,41166,80,1732,955,777,119779027.0,0.8136125654450261,0,0,958,1732,0,0,0,0,1719311762982576.0,1719311882761603.0,0,0,0,0,7.9980612966e-06,3.9906819413e-06,4.0073793553e-06,0.0006118516891943,0.0002633850081283,0.0003484666810659,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
888,192.168.21.225-192.168.21.70-41816-80,192.168.21.225,192.168.21.70,41816,80,1725,953,772,119570181.0,0.8100734522560336,0,0,956,1725,0,0,0,0,1719313563336673.0,1719313682906854.0,0,0,0,0,7.995304448e-06,3.9892889348e-06,4.0060155131e-06,0.0006116407902736,0.0002632930696993,0.0003483477205742,0,0,0,956,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
889,192.168.21.70-192.168.21.225-80-41524,192.168.21.70,192.168.21.225,80,41524,1727,770,957,119971660.0,1.2428571428571429,0,0,956,1727,0,0,0,0,1719306363068092.0,1719306483039752.0,0,0,0,0,7.9685485722e-06,3.9842742861e-06,3.9842742861e-06,0.0006095939657749,0.0003466318628916,0.0002629621028832,0,0,0,956,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
890,192.168.21.225-192.168.21.70-41188-80,192.168.21.225,192.168.21.70,41188,80,1754,955,799,119794411.0,0.8366492146596859,0,0,958,1754,0,0,0,0,1719310202987506.0,1719310322781917.0,0,0,0,0,7.9970341855e-06,3.9901694579e-06,4.0068647276e-06,0.0006117731151914,0.0002633511842217,0.0003484219309697,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
891,192.168.21.225-192.168.21.70-41576-80,192.168.21.225,192.168.21.70,41576,80,1724,942,782,119759201.0,0.8301486199575372,0,0,962,1724,0,0,0,0,1719311883235788.0,1719312002994989.0,0,0,0,0,8.032785723e-06,3.9913425942e-06,4.0414431288e-06,0.000614858811558,0.0002634286112179,0.00035143020034,0,0,0,962,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
892,192.168.21.225-192.168.21.70-41112-80,192.168.21.225,192.168.21.70,41112,80,1730,955,775,119821637.0,0.8115183246073299,0,0,960,1730,0,0,0,0,1719307923009412.0,1719308042831049.0,0,0,0,0,8.011908567e-06,3.9892628073e-06,4.0226457597e-06,0.0006124102610949,0.0002632913452851,0.0003491189158098,1,0,0,959,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
893,192.168.21.225-192.168.21.70-41752-80,192.168.21.225,192.168.21.70,41752,80,1685,954,731,119855162.0,0.7662473794549266,0,0,958,1685,0,0,0,0,1719309843133748.0,1719309962988910.0,0,0,0,0,7.9929807278e-06,3.9881469602e-06,4.0048337676e-06,0.0006114630256809,0.0002632176993761,0.0003482453263047,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
894,192.168.21.225-192.168.21.70-41508-80,192.168.21.225,192.168.21.70,41508,80,1724,944,780,119826041.0,0.826271186440678,0,0,962,1724,0,0,0,0,1719313923217990.0,1719314043044031.0,0,0,0,0,8.0283049658e-06,3.9891161888e-06,4.039188777e-06,0.0006145158380055,0.0002632816684647,0.0003512341695408,0,0,0,962,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
895,192.168.21.225-192.168.21.70-41404-80,192.168.21.225,192.168.21.70,41404,80,1691,956,735,119753883.0,0.7688284518828452,0,0,957,1691,0,0,0,0,1719310803170457.0,1719310922924340.0,0,0,0,0,7.9913901413e-06,3.9915198407e-06,3.9998703006e-06,0.0006112536659875,0.0002634403094887,0.0003478133564988,0,0,0,957,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
896,192.168.21.225-192.168.21.70-41344-80,192.168.21.225,192.168.21.70,41344,80,1739,955,784,119794766.0,0.8209424083769633,0,0,958,1739,0,0,0,0,1719316203154389.0,1719316322949155.0,0,0,0,0,7.997010487e-06,3.9901576334e-06,4.0068528536e-06,0.000611771302262,0.0002633504038064,0.0003484208984556,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
897,192.168.21.225-192.168.21.70-41316-80,192.168.21.225,192.168.21.70,41316,80,1666,946,720,119810350.0,0.7610993657505285,0,0,963,1666,0,0,0,0,1719315123152469.0,1719315242962819.0,0,0,0,0,8.0377029196e-06,3.9896386247e-06,4.0480642949e-06,0.0006146463974105,0.0002633161492308,0.0003513302481797,1,0,0,962,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
898,192.168.21.225-192.168.21.70-40982-80,192.168.21.225,192.168.21.70,40982,80,1741,955,786,119860441.0,0.8230366492146597,0,0,958,1741,0,0,0,0,1719314402871128.0,1719314522731569.0,0,0,0,0,7.9926286938e-06,3.9879713107e-06,4.0046573831e-06,0.0006114360950832,0.0002632061065084,0.0003482299885747,0,0,0,958,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
